source_node,target_node,weight
8925,3398,8.2
8926,2973,2.6
8926,1114,4
8926,2710,9.5
8926,6540,3.2
8927,5154,7.5
8927,4483,4.7
8927,1866,8.2
8927,1598,6.2
8928,9645,0.2
8928,507,1.7
8928,9600,2
8928,9496,5.3
8929,9427,9.4
8929,5832,2.1
8929,2342,1.8
8929,8632,3.7
8930,1259,1.5
8930,3778,0.4
8930,6142,4.6
8930,4049,8.4
8931,4178,1.2
8931,8663,2.3
8931,5181,1.8
8931,3692,9.3
8932,1863,1.3
8932,776,7.5
8932,1839,7.2
8932,6386,0.6
8933,2095,5.8
8933,6121,6.8
8933,4465,8
8933,9060,5.4
8934,2850,4.2
8934,6197,1.1
8934,4566,8.5
8934,3987,3.2
8935,1644,5.8
8935,6552,3.7
8935,1075,10
8935,5896,3.4
8936,2589,8.3
8936,3059,8.5
8936,195,0.8
8936,4637,5.1
8937,6698,5.1
8937,3132,8.6
8937,5092,8
8937,2177,0.6
8938,3289,3.7
8938,187,3.4
8938,6696,7.2
8938,2840,7.3
8939,2329,7.3
8939,1358,9.6
8939,8821,0.5
8939,7417,2.6
8940,6792,0.1
8940,1845,1.1
8940,2693,0.8
8940,3295,3.7
8941,5514,5.4
8941,5287,8.8
8941,1958,6.3
8941,601,7.2
8942,1433,8.7
8942,4604,6.5
8942,2635,1.1
8942,9449,7
8943,7088,1.7
8943,2256,6.4
8943,4617,5.1
8943,1512,2.1
8944,4446,5.7
8944,358,1.2
8944,9819,6.8
8944,9297,2
8945,2441,4.1
8945,5283,5.3
8945,2495,5.9
8945,9298,6.9
8946,9449,4.8
8946,1503,9.1
8946,487,9
8946,542,0.4
8947,1785,8.6
8947,7160,9.5
8947,7129,1.2
8947,4862,3.8
8948,4377,7.3
8948,2254,0.1
8948,3456,6.8
8948,6395,5.9
8949,3615,9
8949,9016,7.9
8949,1064,8.2
8949,1125,2.5
8950,49,7.6
8950,7213,8.8
8950,4213,1.4
8950,5199,8.6
8951,3900,3.6
8951,2716,6.6
8951,9181,3.8
8951,3728,1
8952,8721,0.3
8952,997,1.7
8952,713,0.4
8952,1764,5.8
8953,6786,7.6
8953,3885,9
8953,1720,9
8953,1290,0.7
8954,6489,2.3
8954,6798,8.9
8954,5772,3.3
8954,3155,4.1
8955,5922,9.1
8955,9845,8
8955,4987,3.5
8955,2265,4
8956,4620,0.1
8956,6019,2.1
8956,96,8.5
8956,2166,6.3
8957,7484,0.2
8957,1564,6.7
8957,7143,9.7
8957,7352,5.5
8958,874,7.8
8958,4058,5.4
8958,5749,1.6
8958,3732,3.2
8959,3650,1.1
8959,2667,3
8959,9533,1.7
8959,9744,0.5
8960,836,1.8
8960,5487,6.9
8960,2572,6.9
8960,6711,8.7
8961,4548,4.6
8961,6923,1.4
8961,8014,2.5
8961,7529,8.6
8962,7547,2.3
8962,4297,6.2
8962,4422,4.8
8962,1368,6.4
8963,6196,4.8
8963,5110,6.7
8963,891,2.2
8963,7788,2.4
8964,8368,0.6
8964,9074,10
8964,7733,3.4
8964,7936,5.7
8965,4595,4.3
8965,9107,2.6
8965,3636,5.2
8965,2387,8.8
8966,5237,4.3
8966,8787,5.4
8966,4537,9.5
8966,2856,1.7
8967,8753,5.9
8967,1533,2.9
8967,2363,2.9
8967,374,5.8
8968,9833,8.1
8968,2420,1.9
8968,404,0.2
8968,5193,3.9
8969,3088,3.3
8969,5996,2.4
8969,5777,0.1
8969,2079,5.6
8970,2142,8.7
8970,3071,5.8
8970,7462,7.1
8970,5644,0.6
8971,1520,6.2
8971,5034,1.6
8971,1415,3.8
8971,2134,0.7
8972,86,2.6
8972,973,8.1
8972,9568,4.7
8972,5722,3.7
8973,3267,1.6
8973,1438,8.3
8973,366,7.6
8973,7413,9.5
8974,8080,0.5
8974,8662,6.1
8974,9795,7.5
8974,6763,2.8
8975,778,1
8975,8515,4.9
8975,5206,2.9
8975,7284,4.2
8976,8367,5.5
8976,5076,7
8976,8369,5.5
8976,1882,10
8977,4453,2.8
8977,3553,0.4
8977,3026,3.3
8977,1549,4.9
8978,643,4.3
8978,8576,3.9
8978,6762,5
8978,1135,4.6
8979,3349,5.6
8979,5313,0.8
8979,7825,3
8979,696,1.2
8980,6156,1.5
8980,4883,9.2
8980,5184,10
8980,5618,1.2
8981,3740,0.5
8981,9196,7.9
8981,3541,7.6
8981,5534,6.8
8982,3501,1.5
8982,7333,2.9
8982,6050,6.2
8982,8798,3.7
8983,2139,8.3
8983,3035,9.6
8983,4751,2.1
8983,4057,4
8984,1014,5.5
8984,9280,0.9
8984,7011,3.3
8984,2299,3.6
8985,1539,7.9
8985,3960,5.5
8985,4159,5.7
8985,1,4.7
8986,5336,6.7
8986,5421,5.5
8986,5044,8.6
8986,9377,8
8987,595,0.6
8987,5259,0.6
8987,9464,6.2
8987,9712,8.7
8988,8276,4.9
8988,3124,0.9
8988,3317,9
8988,4106,4
8989,1567,8.2
8989,4941,0.4
8989,5753,1.2
8989,3471,1.6
8990,908,4.1
8990,2063,10
8990,5287,5
8990,384,3.2
8991,7174,0.7
8991,9831,9
8991,1300,9.7
8991,2357,2.4
8992,4895,4.2
8992,5543,6.9
8992,491,2.3
8992,3882,3.4
8993,858,7.8
8993,5203,5.9
8993,4426,9.3
8993,9582,1.6
8994,3823,1.5
8994,3524,0.5
8994,2483,9.4
8994,7219,5.7
8995,1947,0.1
8995,569,5.4
8995,4828,8.2
8995,4576,6
8996,62,1
8996,8865,9.3
8996,6319,9.6
8996,4050,9.9
8997,6987,3.1
8997,2081,0.4
8997,443,9.6
8997,4326,9.4
8998,7163,3.2
8998,9268,9.7
8998,2032,7.8
8998,7633,5.4
8999,5530,3.1
8999,2791,0.1
8999,8775,6.1
8999,5769,4.6
9000,4585,3
9000,2457,7.2
9000,3816,6.1
9000,4921,2.6
9001,8074,3.8
9001,6113,5
9001,994,7.4
9001,8817,3.9
9002,5623,10
9002,263,0.1
9002,9031,4.2
9002,8963,7.2
9003,9084,7.9
9003,553,1.7
9003,6029,2.3
9003,8759,0.8
9004,1512,4
9004,1656,2.2
9004,159,4.6
9004,1928,8.1
9005,8320,5.7
9005,4873,3.4
9005,7433,8.9
9005,2053,7.8
9006,1676,9.1
9006,6213,6.1
9006,2735,0.6
9006,1969,5.8
9007,1544,8.8
9007,9417,5.1
9007,1943,7
9007,5956,1.1
9008,9972,4.9
9008,3302,1.7
9008,6682,3.5
9008,87,3.2
9009,2468,1.8
9009,4674,7.9
9009,6344,8.6
9009,2619,4.8
9010,3873,4.5
9010,5557,4.4
9010,2097,1
9010,4227,7.3
9011,694,3.4
9011,909,0.6
9011,8796,2.7
9011,7654,6.1
9012,7940,9.4
9012,7435,2.2
9012,4420,2
9012,5070,2.8
9013,3038,7.9
9013,5028,7
9013,5701,9.8
9013,6987,9.2
9014,1310,3.4
9014,3777,7.8
9014,228,7.4
9014,3969,4.8
9015,4862,9.3
9015,831,7.8
9015,3028,3.1
9015,3734,3.8
9016,2864,4.6
9016,3903,9.2
9016,1330,8.2
9016,7669,5.3
9017,4167,9.8
9017,9719,4.7
9017,410,10
9017,6749,5.9
9018,8091,9.4
9018,4015,8
9018,7168,6.7
9018,1779,5.6
9019,5689,0.6
9019,949,8.5
9019,8008,6.5
9019,4731,2.9
9020,9345,0.8
9020,5753,7.3
9020,5070,4.7
9020,8259,3.4
9021,2230,6.6
9021,4034,0.5
9021,2303,5.1
9021,5849,0.9
9022,2705,6.1
9022,1992,5.8
9022,5421,0.7
9022,592,1.2
9023,9822,1.1
9023,7304,3.7
9023,4031,6.4
9023,3535,6.3
9024,8685,5
9024,4771,6.5
9024,7455,5.6
9024,2337,4
9025,5219,7
9025,1998,6.9
9025,5674,9.7
9025,6118,0.5
9026,1415,7.1
9026,1092,7.5
9026,8884,9.6
9026,1233,3.7
9027,5526,4.9
9027,9135,6.6
9027,6625,4.6
9027,8152,7.6
9028,6575,3.9
9028,7011,6.5
9028,4461,7
9028,6056,1
9029,3367,3.6
9029,835,1.4
9029,6213,9.3
9029,1742,8.8
9030,5493,2.5
9030,4506,5.6
9030,1148,8
9030,2414,5.9
9031,8839,5.6
9031,9956,9.7
9031,4407,1
9031,8943,7.5
9032,3708,4.3
9032,7266,8.9
9032,65,9.5
9032,5149,9.3
9033,5752,1.5
9033,345,4.5
9033,9303,4.6
9033,2023,6.9
9034,7828,2.1
9034,5859,4.5
9034,2733,6.1
9034,6895,4.5
9035,9115,0.5
9035,2013,7.7
9035,6760,0.4
9035,1388,4.4
9036,6862,5.7
9036,6296,1.2
9036,1330,2.1
9036,475,1.2
9037,2001,2.7
9037,5224,2.1
9037,7257,1.4
9037,8618,0.1
9038,9083,2.5
9038,8584,4.4
9038,1088,8.5
9038,3627,4
9039,3482,6.2
9039,6291,4.8
9039,1692,9.1
9039,8855,0.8
9040,588,5.1
9040,9132,9.9
9040,3320,1.9
9040,8009,6.4
9041,7815,2.4
9041,9976,5.9
9041,9314,6.8
9041,3838,4.7
9042,466,6.7
9042,6543,8.4
9042,588,1.4
9042,8380,2.7
9043,7914,6.5
9043,5278,6.7
9043,9675,8.5
9043,7064,3.1
9044,1055,5.2
9044,4008,7.3
9044,2491,7.6
9044,8846,5.3
9045,1140,5.8
9045,5072,0.2
9045,8874,2.8
9045,9581,0.8
9046,4802,4.5
9046,7872,1.5
9046,5305,9.5
9046,7576,3.1
9047,6165,4.4
9047,198,2.4
9047,2574,1.3
9047,6854,8.4
9048,3902,5.7
9048,8962,4.7
9048,7764,3
9048,9203,2.2
9049,1535,7.7
9049,5257,7.9
9049,4569,3
9049,2861,9.2
9050,1618,5.3
9050,2213,7.8
9050,703,8.8
9050,4456,4.7
9051,5299,0.1
9051,1011,6.3
9051,1948,8.8
9051,4187,8
9052,6385,2.8
9052,2467,9.2
9052,6683,10
9052,416,9.2
9053,6337,6.5
9053,5707,8.2
9053,3656,2.6
9053,8583,8.2
9054,7594,5.3
9054,2404,7.2
9054,247,6.8
9054,5684,8.4
9055,5690,6.7
9055,9180,5.2
9055,1822,10
9055,7373,3.8
9056,3536,9
9056,35,6.9
9056,4790,1.8
9056,6173,1.8
9057,6192,0.2
9057,1406,5.4
9057,8622,1.7
9057,1235,3.4
9058,1651,0.4
9058,8327,2.2
9058,488,9.7
9058,7508,8.6
9059,1028,0.5
9059,2138,4.6
9059,4843,5.8
9059,2612,1.9
9060,3700,7.1
9060,7609,3
9060,6255,3.6
9060,8049,6.9
9061,5062,0.1
9061,7770,3.6
9061,7812,8.5
9061,8729,1.4
9062,1556,6.6
9062,3060,0.7
9062,3211,1.4
9062,1295,4
9063,8,1.3
9063,4357,9.7
9063,8891,5.4
9063,1226,9.1
9064,1300,6.4
9064,8175,1.8
9064,4941,1.8
9064,7206,5.2
9065,7451,7.6
9065,7254,1.9
9065,336,6.3
9065,257,2.3
9066,85,6.2
9066,6724,3.2
9066,9895,4.3
9066,6302,7.5
9067,5711,5
9067,741,7.8
9067,470,2.9
9067,1350,6.1
9068,3000,2.3
9068,3451,9.8
9068,4409,4.8
9068,5458,8
9069,1173,3.6
9069,1051,5.6
9069,1164,9.9
9069,3970,4.4
9070,8863,1.8
9070,2638,9.2
9070,3412,5.7
9070,1369,2.2
9071,688,8
9071,3234,1.7
9071,8549,6.9
9071,79,4.5
9072,7081,7.3
9072,3894,6.1
9072,2377,8.6
9072,6974,0.9
9073,1822,2.6
9073,3553,2.2
9073,496,2.2
9073,2069,5.9
9074,7288,2.1
9074,2860,7.2
9074,6330,1
9074,456,5.8
9075,6339,2.7
9075,2515,3.7
9075,1791,7.9
9075,5790,0.1
9076,2366,7.1
9076,8696,5.6
9076,6263,1.2
9076,8274,3.4
9077,6606,8.9
9077,8960,5
9077,9923,7.8
9077,7410,9.6
9078,8075,2.7
9078,6484,8.4
9078,8146,7.1
9078,947,9.8
9079,4608,8.3
9079,2465,8.3
9079,7484,4.8
9079,7515,2.2
9080,2687,6.8
9080,8553,8.6
9080,7643,9.1
9080,3765,2.3
9081,4971,6.4
9081,1904,3.1
9081,732,6.1
9081,2433,5.6
9082,13,8.9
9082,8575,5.9
9082,5283,6
9082,4274,6.7
9083,3520,4
9083,4004,5.4
9083,917,4.3
9083,6638,8.3
9084,6261,5.1
9084,2896,4.8
9084,5020,6.1
9084,209,2.2
9085,5215,6.1
9085,1288,7.9
9085,3910,8.2
9085,3002,7.9
9086,9672,9.3
9086,165,2.2
9086,1093,1.4
9086,2524,6
9087,8874,2.3
9087,6788,4.7
9087,6001,4.7
9087,5198,2.5
9088,3543,7.4
9088,9895,9.4
9088,9362,1.9
9088,2252,8
9089,3410,1.9
9089,4754,6.3
9089,1830,3.2
9089,1796,4.8
9090,4163,9.2
9090,9326,5.6
9090,8625,4.7
9090,7370,5
9091,9783,5
9091,6441,0.9
9091,9112,9.8
9091,2053,3.5
9092,1069,8.8
9092,9220,3.5
9092,3029,0.6
9092,4127,5.6
9093,1706,4.1
9093,1444,8.1
9093,9334,2.1
9093,3848,8.4
9094,9446,3.4
9094,4561,3
9094,5086,6.1
9094,1140,8.1
9095,5901,4.6
9095,90,8.1
9095,8019,7.5
9095,6713,0.7
9096,8688,4.1
9096,9280,0.3
9096,846,7.6
9096,722,4.8
9097,33,3.3
9097,6471,8.5
9097,2654,0.4
9097,383,5
9098,9258,0.4
9098,4184,4.3
9098,7380,3.4
9098,5746,0.4
9099,2966,9.6
9099,3601,6.3
9099,5720,0.9
9099,8275,3.7
9100,4022,8.4
9100,9987,5.9
9100,6260,0.7
9100,6509,2.8
9101,4398,3
9101,9218,1.8
9101,6020,2.1
9101,6670,8.3
9102,5110,8.4
9102,6937,4.8
9102,6572,3.6
9102,3755,8
9103,4490,1.8
9103,7108,7.4
9103,3842,5
9103,3723,0.2
9104,778,6.3
9104,4452,8.3
9104,719,5
9104,3847,7.7
9105,4122,6.8
9105,2271,1.3
9105,6754,2.8
9105,8640,9.4
9106,2898,2
9106,1373,8.9
9106,653,7.4
9106,4553,0.8
9107,63,6.6
9107,3948,9.4
9107,6470,2.5
9107,5160,5
9108,433,6.1
9108,5597,5
9108,7063,7.6
9108,7449,1.5
9109,6300,1.5
9109,5252,3
9109,175,6.1
9109,1804,6.8
9110,7991,2.6
9110,3708,6.5
9110,79,4.7
9110,946,9.7
9111,9823,2.2
9111,4497,2.9
9111,4622,1.4
9111,7044,6.8
9112,6085,2.3
9112,6772,2.1
9112,5061,7.5
9112,2684,0.1
9113,1340,0.3
9113,3754,1.6
9113,2996,4
9113,2329,6.4
9114,4604,4.8
9114,9965,0.5
9114,9467,6.5
9114,2559,2.6
9115,7218,3.6
9115,9562,3.6
9115,6241,0.9
9115,1717,8.5
9116,3069,2.7
9116,8370,8.4
9116,1409,4.6
9116,8965,0.7
9117,194,3.2
9117,4873,7.5
9117,1623,6.5
9117,5968,4.8
9118,265,2.8
9118,9370,8.8
9118,4824,8.7
9118,9672,2
9119,3470,2.2
9119,6993,3.4
9119,3432,2.3
9119,1108,0.5
9120,5569,8.2
9120,3983,5
9120,2497,7.3
9120,9135,0.7
9121,5431,9.9
9121,8905,4
9121,2162,5.6
9121,3593,2.5
9122,279,8
9122,5417,2.3
9122,158,8.9
9122,2149,0.7
9123,5885,6.2
9123,604,6.5
9123,7993,1
9123,569,7
9124,2778,3.2
9124,1474,5.5
9124,1647,9.2
9124,5617,5
9125,9090,3.4
9125,5954,3.1
9125,9341,4.5
9125,6732,7.7
9126,6029,4.3
9126,339,7.3
9126,869,9.5
9126,509,9
9127,7846,3.5
9127,8484,6.1
9127,1422,1.5
9127,9499,6.7
9128,2735,8.6
9128,7445,2.4
9128,3570,1.5
9128,1490,2.7
9129,4827,9.8
9129,9323,2.3
9129,5887,8.1
9129,6496,6
9130,6675,2.5
9130,2336,5.9
9130,9286,1.3
9130,2089,1.4
9131,4978,8.5
9131,1921,1.1
9131,9375,5.8
9131,7956,8.6
9132,1257,1.8
9132,4462,4.1
9132,979,1
9132,2187,3.6
9133,1307,5.6
9133,1053,5.3
9133,384,9.4
9133,6351,3.3
9134,7457,3.4
9134,1112,9.2
9134,1896,3.1
9134,7649,9.4
9135,1752,2.4
9135,9242,6.3
9135,1666,8
9135,1114,9.2
9136,3006,3.3
9136,2134,4.5
9136,2440,2.1
9136,9956,8.1
9137,3273,9.8
9137,7456,1.3
9137,2184,9.7
9137,7647,3.3
9138,4160,1
9138,642,7.7
9138,420,2.1
9138,4765,5.9
9139,5952,2.8
9139,9209,2
9139,577,6.7
9139,9270,9.2
9140,7656,0.4
9140,6037,0.1
9140,1755,8.1
9140,3237,0.7
9141,1549,8.6
9141,812,8.6
9141,3728,5.5
9141,9625,0.4
9142,5879,8.9
9142,872,3.8
9142,7968,0.4
9142,1669,7.2
9143,3138,7.3
9143,7620,1.1
9143,5316,5.7
9143,2304,3
9144,8191,7
9144,4947,6.5
9144,6884,9.6
9144,7286,0.2
9145,9200,7.4
9145,7673,4.4
9145,5455,4.2
9145,1109,2.9
9146,2255,7.5
9146,7712,2.6
9146,7351,4.6
9146,6177,0.6
9147,4951,9.9
9147,6244,5.5
9147,9249,6.8
9147,7984,3.2
9148,905,3
9148,215,4.7
9148,2714,3.1
9148,8014,2.5
9149,905,2.4
9149,558,5.2
9149,6429,8.8
9149,8810,3.2
9150,6239,7.2
9150,1347,8.2
9150,5534,6.8
9150,6760,7.6
9151,806,4.6
9151,1121,6.1
9151,2674,0.2
9151,1965,5.6
9152,8176,5.8
9152,859,8.6
9152,1061,5.9
9152,918,0.9
9153,9120,2.3
9153,7957,6.6
9153,947,10
9153,9026,7.9
9154,4095,4.8
9154,3464,6.9
9154,9183,0.3
9154,1475,7.1
9155,6200,8.7
9155,4259,2.8
9155,8351,4.2
9155,9489,3.8
9156,7387,8.5
9156,2933,4
9156,669,0.6
9156,2151,9.7
9157,6846,5.9
9157,5396,2.9
9157,7464,3.7
9157,8707,7.5
9158,9863,0.4
9158,1721,1.2
9158,1889,3.3
9158,6266,8.3
9159,7171,9.2
9159,9169,4.9
9159,430,8.8
9159,3682,1.9
9160,4771,7.9
9160,1230,9.4
9160,2747,1.4
9160,1910,0.2
9161,5930,1.9
9161,7140,4.6
9161,8596,0.5
9161,9926,9.8
9162,6432,7
9162,2508,9
9162,6940,9.2
9162,9429,1.5
9163,3073,6.6
9163,2564,3.6
9163,2761,8.7
9163,25,1.9
9164,4335,7.2
9164,6509,5.5
9164,7126,3.7
9164,6590,8.3
9165,460,2.5
9165,652,0.8
9165,3887,9.5
9165,1571,7.2
9166,1697,1.6
9166,6490,0.4
9166,6248,5.9
9166,4379,1.2
9167,6570,1
9167,965,9.6
9167,6119,3.7
9167,1886,2.5
9168,631,2.7
9168,3804,2.4
9168,6102,4.9
9168,9398,0.1
9169,6140,6
9169,3206,10
9169,8114,1.1
9169,5954,8.9
9170,2402,6.8
9170,299,1.8
9170,9726,9.7
9170,2422,2.1
9171,5332,2.6
9171,4090,5.7
9171,8209,1.7
9171,2216,6.9
9172,9827,7.9
9172,4113,5.6
9172,1667,6.9
9172,4197,6
9173,6451,7.6
9173,9736,2.9
9173,4676,7.3
9173,4970,1.6
9174,3068,6
9174,2071,1.5
9174,5910,5.2
9174,1676,3.5
9175,8649,4.8
9175,5931,4.1
9175,3662,2.3
9175,4625,9.3
9176,7564,5.3
9176,9942,9.6
9176,1670,10
9176,7204,3.9
9177,8184,9
9177,4987,9.6
9177,9438,8.5
9177,5637,2.9
9178,1526,5
9178,5910,3.5
9178,5798,8.3
9178,6454,1.7
9179,817,4.3
9179,914,8.9
9179,6806,6.3
9179,2303,7
9180,1097,7.8
9180,5297,8.3
9180,7495,2.8
9180,6987,5.5
9181,8676,1.6
9181,9671,2.1
9181,9655,6.3
9181,5625,1.3
9182,8920,3.6
9182,2959,4.8
9182,4552,7
9182,5116,0.8
9183,4978,0.6
9183,6037,7.2
9183,3361,3.4
9183,9099,9.1
9184,8227,8.2
9184,7387,7.8
9184,3612,8.8
9184,7234,6.7
9185,5805,3.5
9185,3236,5.1
9185,7815,1.1
9185,6655,5.6
9186,6939,0.9
9186,7563,0.7
9186,7027,0.1
9186,6678,2
9187,2054,0.3
9187,8733,4.4
9187,4280,0.6
9187,5677,8.2
9188,4528,5.7
9188,3227,3.3
9188,9727,9.6
9188,9520,0.8
9189,9070,9.5
9189,6634,2.3
9189,5030,1
9189,3871,2.1
9190,581,2.9
9190,5571,9.5
9190,5008,8.8
9190,2507,0.4
9191,3508,9.7
9191,706,5.7
9191,9138,0.8
9191,3357,7.5
9192,1659,6.4
9192,267,9.1
9192,9703,5.2
9192,543,5.3
9193,7436,4.1
9193,6784,6.4
9193,4877,2.6
9193,4768,8.1
9194,2625,8.7
9194,1564,8.2
9194,4438,5.1
9194,9092,5.7
9195,6885,8.4
9195,6860,8.4
9195,2743,7.6
9195,5810,1.5
9196,1817,5.7
9196,7457,1.6
9196,1564,6.8
9196,3813,1.5
9197,8721,5.1
9197,4879,2.7
9197,7859,7.2
9197,9196,4.7
9198,228,7.3
9198,7169,9.6
9198,957,3
9198,809,1
9199,272,5.6
9199,1907,2.1
9199,1296,0.3
9199,4597,8.2
9200,516,9.4
9200,790,3.4
9200,1335,7.7
9200,9035,5
9201,6820,0.3
9201,848,8.7
9201,1408,8.1
9201,2121,7.2
9202,7256,4.2
9202,1673,9
9202,7133,1.3
9202,1618,7.6
9203,2301,7.3
9203,990,5.5
9203,692,2.3
9203,8095,9.9
9204,3811,2.9
9204,6690,5.8
9204,8127,8.9
9204,9961,8.5
9205,7869,0.3
9205,3352,0.9
9205,9885,9.5
9205,9168,1.6
9206,9188,1.8
9206,1403,0.8
9206,2463,0.4
9206,599,6.6
9207,452,9.5
9207,3527,9.9
9207,3755,5.8
9207,869,6.3
9208,3838,8.4
9208,3085,9.5
9208,9053,3.3
9208,998,5.6
9209,9621,2.9
9209,2562,8.5
9209,1809,4.4
9209,9,4.6
9210,2049,8.6
9210,1424,8.1
9210,6138,2.4
9210,4720,4.1
9211,4446,4.6
9211,7668,2
9211,238,7.4
9211,8770,4.5
9212,509,1.3
9212,4942,7.1
9212,2615,5.3
9212,4444,0.9
9213,4834,8.7
9213,1845,9.4
9213,5396,7
9213,507,0.2
9214,5173,3.2
9214,5536,3.4
9214,5974,0.3
9214,6068,2.8
9215,2850,1.4
9215,3070,7.9
9215,6820,6.1
9215,6605,9
9216,9817,3.4
9216,7662,7.4
9216,9784,4.2
9216,6641,2.5
9217,2351,8.3
9217,1608,0.8
9217,8559,6.7
9217,576,3.3
9218,5674,0.9
9218,9043,5
9218,556,3.1
9218,9084,3.2
9219,7545,9.1
9219,8124,9.1
9219,7109,1.4
9219,461,4.9
9220,2762,3
9220,918,4.9
9220,149,7.4
9220,7358,3.1
9221,4321,5.6
9221,8228,5.7
9221,3369,4.2
9221,6318,9.5
9222,6744,6.5
9222,3216,3.4
9222,1555,0.2
9222,560,3.3
9223,5417,3
9223,7192,3.3
9223,1642,5.2
9223,2619,1.5
9224,1958,2.1
9224,3116,6
9224,5767,0.7
9224,1483,2.4
9225,674,4.2
9225,2353,5.8
9225,1594,1.9
9225,5118,8.3
9226,2118,5.3
9226,3601,4.9
9226,8643,3.4
9226,7944,1.4
9227,2205,1.7
9227,8904,3.3
9227,650,0.5
9227,2175,8.8
9228,7799,8.7
9228,1400,3.4
9228,1159,4.7
9228,720,1.1
9229,185,1.3
9229,5063,5.8
9229,6394,3.8
9229,552,7
9230,8844,1.9
9230,4476,8
9230,117,8.9
9230,8267,0.4
9231,6954,0.6
9231,629,8.2
9231,1293,2
9231,3345,7.5
9232,8452,7.6
9232,7188,2
9232,6701,1.6
9232,7428,3.8
9233,3871,0.1
9233,13,1.9
9233,3394,1.8
9233,3012,6.3
9234,4514,4.5
9234,6090,0.7
9234,2272,4.9
9234,6451,3.4
9235,954,4.7
9235,5703,5.7
9235,4891,6.1
9235,1001,2.5
9236,3702,3.6
9236,2326,8.9
9236,767,8.5
9236,9088,2.5
9237,7131,1
9237,8524,6.9
9237,7913,6.5
9237,6313,8.3
9238,2801,7.7
9238,195,2.9
9238,7260,0.9
9238,9766,4.5
9239,9875,5.8
9239,4502,2.9
9239,9693,4
9239,9598,5.7
9240,8340,1.1
9240,1240,0.6
9240,359,0.6
9240,8301,3.4
9241,4837,0.4
9241,8957,8.9
9241,1128,6.7
9241,8320,2.2
9242,5152,6.1
9242,2814,3.8
9242,2466,4.5
9242,605,2
9243,1632,5.3
9243,601,5.9
9243,3642,8.1
9243,1481,3.6
9244,470,4.9
9244,6016,9
9244,4940,8.2
9244,4480,6.6
9245,3477,8.3
9245,2870,5.1
9245,7750,2.2
9245,7554,1.1
9246,3559,0.8
9246,3173,2
9246,6665,1.6
9246,9248,8
9247,5750,1.8
9247,9082,6.2
9247,4379,6.4
9247,5810,9.7
9248,4276,5.8
9248,3014,5.4
9248,8135,6.3
9248,3236,6.4
9249,84,1.1
9249,1631,1.8
9249,2811,1.5
9249,7653,5.9
9250,1630,2.5
9250,1998,7.6
9250,8329,6.8
9250,5559,8.9
9251,3999,9.6
9251,3759,5.1
9251,935,4.6
9251,705,8.5
9252,8951,8.2
9252,100,9.8
9252,3263,8.4
9252,9760,7.7
9253,2233,5.3
9253,7042,7.8
9253,2111,4.6
9253,7377,7.7
9254,2446,2.6
9254,1522,0.9
9254,5626,5.6
9254,7289,8.2
9255,9763,3.5
9255,5489,2.1
9255,2038,0.1
9255,2798,8.3
9256,5302,6.2
9256,6641,4.9
9256,572,9.3
9256,8827,9.6
9257,5276,0.3
9257,2405,0.9
9257,75,9.9
9257,5072,5.4
9258,3470,8.2
9258,2713,6.9
9258,8117,2
9258,7311,3.6
9259,1432,7.9
9259,2792,2.9
9259,3344,1.8
9259,7680,1.6
9260,6377,4
9260,2436,2.4
9260,4470,5.5
9260,5870,5.1
9261,6182,5.4
9261,5298,7.6
9261,822,0.3
9261,2504,5.3
9262,4407,0.1
9262,5274,3.6
9262,593,8.5
9262,849,7
9263,712,3.9
9263,1228,9.1
9263,206,3.8
9263,4993,8.4
9264,4073,5.4
9264,4326,6.2
9264,1830,1.6
9264,1441,4.6
9265,6926,7.1
9265,9263,4.2
9265,936,0.4
9265,2723,4.3
9266,3808,5.5
9266,415,7.9
9266,6471,8.5
9266,1015,0.9
9267,5386,9.3
9267,7860,4.2
9267,2135,4.7
9267,5031,5.8
9268,3597,1
9268,655,2.8
9268,8147,3.7
9268,8444,3
9269,5564,0.8
9269,6580,2.1
9269,2858,3.2
9269,503,9.9
9270,769,1.6
9270,8078,5.8
9270,1629,0.9
9270,505,8.4
9271,3783,4.9
9271,185,1.1
9271,2803,8.3
9271,443,1.9
9272,5165,4.6
9272,2966,0.9
9272,6918,6.6
9272,4903,1.9
9273,697,2.7
9273,1035,5.3
9273,9795,9.7
9273,1900,3.8
9274,2162,8.8
9274,9712,5.6
9274,8877,2.5
9274,2671,3.6
9275,2005,8.1
9275,8275,4.9
9275,3883,9.6
9275,8996,2.2
9276,5074,6.4
9276,9845,8.6
9276,3029,9.6
9276,3961,4
9277,1468,5.1
9277,5147,0.3
9277,8043,2.9
9277,860,8.8
9278,3708,3.9
9278,9965,8.1
9278,5183,2.2
9278,448,8
9279,7774,9.4
9279,2634,0.1
9279,2902,5.6
9279,6348,6
9280,5699,3.4
9280,306,9.5
9280,5530,0.1
9280,3883,3
9281,3101,6.7
9281,2939,5.9
9281,1899,6.7
9281,9213,7.6
9282,8902,0.6
9282,525,9.9
9282,7209,6.2
9282,7429,0.1
9283,1050,9.6
9283,2502,6.6
9283,9852,1.4
9283,4969,3.7
9284,7192,9.1
9284,406,9.5
9284,5933,7.4
9284,5286,9.2
9285,1365,6.5
9285,7172,3.2
9285,9818,0.2
9285,3913,1.1
9286,7321,5.5
9286,1816,9.6
9286,1317,3.1
9286,4022,6.3
